level_0,index,Lyrics
921,1018,"Though I can't put my hands on you, I can feel you now.
In the bones and the blood flowing, needles on the ground.
In the ether I sail to you, floating on the fumes.
Run aground on the shore for you, simple wreckage.
Taree, walk out and raise the road.
To my tilted shadow.
I only know I've made it home.
When I drown in your ghost light.
Yeah.
Though I can't put a name on you, I will cry it out.
In my heart I will hold what my bloody hands have dropped.
Run aground on the floor for you, simple wreckage.
Taree, walk out and raise the road.
To my tilted shadow.
I only know I've made it home.
When I drown in your ghost light.
In your ghost light.
Hey! Taree, walk out and raise the road.
To my tilted shadow.
I only know I've made it home.
When I drown in your ghost light.
Yeah.
Yeah.
In your ghost light.
Taree! Taree! Taree!
"
922,1020,"I can't live when it lives.
It won't live if I die.
Machine has no heart to give.
Heart it takes could be mine.
Come on, come down.
Come out from where you hide.
Follows me down the river.
Shadows me through the sky.
A sideways glance in the mirror.
Stalemate, machine in tie.
Come on, come down.
Come out from where you hide.
Get up, get off.
Get on with your life.
Forever means all is not seen.
Never means forever brings everything.
I fashion will and desire.
Always I and I survive.
Mercurial mind the fire.
Ferrivorous direction and drive.
Come on, come down.
Come out from where you hide.
Get up, get off.
Get on with your life.
Forever means all is not seen.
Never means forever brings everything.
Get up, get off.
Get on with your life.
Now I see myself clearer.
Why time, I visualize?
I spy device in the mirror.
Checkmate, watch machine die.
"
923,1021,"1,2,3,4.
Heeey!
Coin in every pocket, more mouths to fill.
So weak in the land, strong in the will (need).
I'll be your beast of burden.
I'll be the seed (yeah).
I'll bring you the healer, feel your disease.
I bring dirty water and make it clean (young).
If you are the cure, I am the drug.
And we settle for a little bit more than everything.
We're not elected, but we will speak.
We're not the chosen, but we believe.
And we settle for a little bit more than everything.
Yeah!
Bullets, guns and missiles, a stone and a sling.
A motherless country, of thee I sing (song).
You are the tank and rockets, I am the bomb.
I teach you a lesson, sword for a pen.
Reading, turn the pages, history of man (look).
You are tabula rasa, I am the book.
And we settle for a little bit more than everything.
We're not elected, but we will speak.
We're not the chosen, but we believe.
And we settle for a little bit more than everything.
I'm a non-state actor.
I'm a non-state actor.
I'm a non-state.
I'm a non-state actor.
And we settle for a little bit more than everything.
We're not elected, but we will speak.
We're not the chosen, but we believe.
And we settle for a little bit more than everything.
A little bit more.
A little bit more.
A little bit more.
A little bit more.
Heeey!
"
924,1023,"Life, a thousand days ago.
Hours sinking in a hole.
Try to melt into the walls.
Now I am here inside the bowl.
Here in the cold.
Where no one stands behind me.
Now a thousand days have gone.
Again, like the sun and moon at war.
And, give or take, a thousand more.
Here in the cold.
Where no one stayed behind me.
Ill be on my own side.
You know where to find me.
You know where to find me.
Here in the cold.
Where no one stayed beside me.
Ill be on my own side.
You know where to find me.
You know where to find me.
Born with a thousand little holes.
And a tear to fill up every one.
A thousand to ignore.
Ill be on my own side....
Ill be on my own side....
Ill be on my own side!
Hey!
"
925,1024,"That's such a nice cunt.
I wish I knew how to dance.
Just leave it Kim.
:
I'm not stoned but I wanted to tell ya.
When I'm in the mood, I could think of playing there.
Going to Seattle where the rock's so heavy.
With all them sex dogs in my Chevy.
:
At the ecstasy party, everybody look at me.
Cool, give it dude, we're plastic like you.
Going to the show that rocks all night.
And everyone I hate is at the party tonight.
:
I said.
Sub Pop rock city.
Sub Pop rock city.
Sub Pop rock city.
Rock city.
:
Hello.
This is Jonathan.
Hey Jon.
I just want to know what the heck is going on.
Well, you know, we have this problem.
What the heck is going on?
Yeah, ok, do you think you would have too much trouble.
If we got rid of our sideburns?
At your earliest convenience.
Well, you said that before.
But do you think Bruce would mind?
This is Bruce Pavitt.
Bruce, I mean, ok, can we have our drummer back Bruce?
Bye.
:
Sub Pop rock city.
Sub Pop rock city.
Sub Pop rock city.
Sub Pop rock city.
Sub Pop rock city.
Sub Pop rock city.
I just want to know what the heck is going on.
Heavy, bummer lady.
Bye.
"
926,1025,"I've got war on my mind, blood on my hands.
And love on my head.
So open your hands, open your mouth.
Let it be said.
You know I've got it made in my mind.
Don't waste my time, it's not going to change.
So say what you want, spit it out loud.
Into my face.
Now I'll pay no attention.
No attention.
I'll pay no attention.
I'll pay no attention.
They're going to tell you where to walk.
When to smile and just what to say.
They say, have your own fall, make your own mind.
But don't make no waves.
And if you got a handful of change.
Don't throw it away, it's gonna come.
So say what you want, suck all my lies.
Suck on my brain.
And I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
No attention.
No attention.
No attention.
No attention.
No attention.
No attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
No attention.
I'll pay no attention.
No attention.
I'll pay no attention.
No attention.
No attention.
No attention.
No attention.
No attention.
No attention.
No attention.
Yeah!
They're going to tell you where to walk.
When to smile and just what to say.
They say, have your own fall, make your own mind.
But don't make no waves.
And if you got a handful of change.
Don't throw it away, it's gonna come.
So say what you want, suck all my lies.
Suck on my brain.
And I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
I'll pay no attention.
"
927,1026,"I, I want to be a cowboy star upon the screen.
And I, I want to drive my cowboy car across the screen.
Oh hey and I, I want to write the magazines the housewives read.
Oh and I, I want to be in control of everything.
Oh, I want to be King, I want to be King.
I, I want to make the toys you buy for Christmas Eve.
I, I want to be the father of the ethnic child who stars on TV.
I, I want to write the magazines the housewives read, yea read.
Oh and I want all the leaders of the Third World to answer to me.
I want to be King, yeah.
I want to be King, yeah.
So maybe now the Pope will bow and kiss my ring.
I wanna be King.
King.
King.
King.
I said I want it.
I need it.
I wanna be King.
I wanna be King.
I wanna be King.
Yes I do.
I wanna be King.
I wanna be King.
I wanna be King.
"
928,1027,"Yeah-hoooo.
Mmm.
So he's afraid he'll suffer his father's fate.
Two sets of silverware, cups, and plates.
Two bloody hands and bleeding hearts, yeah.
Don't feel it's not too late to start, yeah.
Yeah.
Only the photographs on your wall, hey-yeah.
Are chained and down your hall.
Reminding you of all the days, yeah.
When you collected hell to pay.
Well, hell to pay.
I said it's not too late.
No, it's not too late, yeah.
Incessant mace.
Incessant mace.
Oh God, I can see it.
You know it's incessant mace.
Ooo yeah.
Magazine stacks and broken backs.
Are what you get for piling stacks.
Hah! Don't mind me in your treasure chest.
You wonder why you're under stress.
You're under stress.
I said, it's not too late.
No, no, it's not too late.
Yeah, it's not too late, mmm.
Incessant mace.
Incessant mace.
Well, I said, incessant mace.
Incessant mace.
Yeah, oh God, I can see it.
You know it's incessant mace, mace, mace, mace.
"
929,1028,"Bing Bing goes to church.
In the tinkle rain of the twinklestar.
BingBing goes tochurch.
Not very far from where Iwent to Kindergarten.
Tinkle-pinkle on my little red-pink panties.
My panties twinkle in the dingle-dangle.
Of the twinkling tingle jerk.
Every hour is a Bing Bing in the sky.
And the bells ring, and I get high.
Youre free to go, now.
"
930,1030,"I'm gonna make it right.
I'm gonna make it right.
Turn your head 360 degrees.
Bite the hand that feeds.
I don't care if it tastes like poison.
Rip the legs from the thighs.
Feed the prison, save the eyes.
I don't care if it tastes like poison.
I'm going to feed the prison, feed the prison.
Color in with lakes of red.
Pile of bones for my bed.
I'm gonna take some time.
I'm gonna take some time.
Hang your sides to cure it right.
Feed the prison, save the eyes.
Not a tear will be shed.
The only color is red, red.
I don't care if it takes some time.
I'm gonna make it right.
I'm gonna make it right.
Turn your head 360 degrees.
Bite the hand that feeds.
I don't care if it tastes like poison.
Rip the legs from the thighs.
Feed the prison, save the eyes.
Not a tear will be shed.
The only color is red.
I don't care if it tastes like poison.
I'm gonna feed the prison, I'm gonna feed the prison.
I'm gonna feed.
"
931,1031,"I had a dog, he was a mix.
He loved me like a God.
But I was just a kid.
The kind mother likes.
Now I'm big like the sky.
But I'm downsized inside.
I'll lay this all to rest.
I'm just a baby who looks like a boy.
I'm getting all depressed.
I'm just a baby who looks like a boy.
I got my father's sense and my big brother's pants.
And I look like a man, and I feel like an ant.
Just a speck on the ground.
Growing like a weed.
A fleck of a seed.
I'll put my hand in flames.
I'm just a baby who looks like a boy.
I feel like I'm born again.
I'm just a baby who looks like a boy.
Yeah.
I'll put this all to rest.
I'm just a baby who looks like a boy.
I'm getting all depressed.
I'm just a baby who looks like a boy.
I'm just a baby who looks like a boy.
Yeah.
And I'll keep hanging from your hair.
And I'll keep playing in the sand.
Just as long as I can.
"
